DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2020-07-23,54,11,2656,297,103,22,11,11560
2020-07-24,47,12,2353,263,131,22,14,11595
2020-07-25,54,12,3172,360,222,27,15,11637
2020-07-26,57,12,2792,406,198,28,11,11682
2020-07-27,52,11,2397,291,135,27,12,11723
2020-07-28,51,12,2406,261,111,23,14,11762
2020-07-29,56,13,2359,313,143,26,13,11805
2020-07-30,46,12,2195,270,158,28,16,11839
2020-07-31,60,12,2302,300,134,26,14,11887
2020-08-01,55,11,3088,370,202,29,13,11931
2020-08-02,61,14,4301,409,175,29,13,11978
2020-08-03,50,13,2617,288,130,24,12,12015
2020-08-04,55,12,2701,286,141,29,13,12058
2020-08-05,50,14,2562,297,105,24,13,12094
2020-08-06,56,13,2368,221,121,28,13,12137
2020-08-07,60,13,2247,200,118,28,15,12184
2020-08-08,50,12,3080,393,195,30,11,12222
2020-08-09,48,13,3392,318,204,21,12,12257
2020-08-10,55,11,2358,225,112,24,13,12301
2020-08-11,55,12,2250,260,137,27,15,12344
2020-08-12,53,13,2392,281,157,27,13,12384
2020-08-13,58,12,2541,224,142,29,13,12430
2020-08-14,38,12,2652,266,149,29,12,12456
2020-08-15,56,13,3093,400,193,30,12,12499
2020-08-16,48,13,3925,376,196,26,12,12534
2020-08-17,56,14,1993,248,129,27,15,12576
2020-08-18,49,13,2521,275,114,28,14,12612
2020-08-19,55,11,2183,256,126,29,13,12656
2020-08-20,52,13,2251,243,148,26,12,12695
2020-08-21,52,16,2249,248,127,31,13,12731
2020-08-22,51,14,4111,370,216,26,14,12768
2020-08-23,56,11,3706,394,202,27,13,12813
2020-08-24,53,14,2064,281,120,29,12,12852
2020-08-25,63,12,2364,248,136,30,14,12903
2020-08-26,63,14,2218,257,133,28,15,12952
2020-08-27,62,14,2464,258,121,27,15,13000
2020-08-28,54,15,1940,261,139,26,15,13039
2020-08-29,53,12,2894,421,198,28,12,13080
2020-08-30,51,13,4037,369,195,26,14,13118
2020-08-31,58,13,2233,198,141,27,14,13163
2020-09-01,60,13,2548,283,139,24,15,13210
2020-09-02,57,15,2120,232,86,24,14,13252
2020-09-03,57,14,2099,255,154,28,15,13295
2020-09-04,49,11,2646,313,124,29,12,13333
2020-09-05,67,12,3154,436,196,23,13,13388
2020-09-06,53,13,2986,391,213,31,12,13428
2020-09-07,51,14,2226,254,135,27,13,13465
2020-09-08,64,15,2315,299,143,29,13,13514
2020-09-09,57,13,2513,317,144,32,14,13558
2020-09-10,74,12,2593,312,114,28,13,13620
2020-09-11,61,12,2767,273,138,29,15,13669
2020-09-12,56,12,4123,423,208,25,15,13713
2020-09-13,57,15,3542,367,216,26,13,13755
2020-09-14,54,14,2436,243,145,30,18,13795
2020-09-15,60,13,2301,271,143,29,15,13842
2020-09-16,66,12,2292,307,135,32,13,13896
2020-09-17,65,13,2155,277,148,29,14,13948
2020-09-18,61,16,2583,313,148,32,15,13993
2020-09-19,60,13,3087,463,231,27,14,14040
2020-09-20,70,14,3880,463,252,24,14,14096
2020-09-21,47,15,2227,333,142,28,13,14128
2020-09-22,64,11,2245,287,171,24,17,14181
2020-09-23,55,15,2248,274,140,31,15,14221
2020-09-24,57,11,2920,251,147,30,16,14267
2020-09-25,61,14,1766,300,116,31,14,14314
2020-09-26,59,14,4326,363,240,27,14,14359
2020-09-27,51,12,3210,502,223,30,13,14398
2020-09-28,60,14,1961,264,148,27,13,14444
2020-09-29,56,15,2116,237,119,30,13,14485
2020-09-30,50,14,2152,301,166,30,15,14521
2020-10-01,53,17,1963,285,152,29,14,14557
2020-10-02,62,15,2697,326,126,28,15,14604
2020-10-03,65,12,3783,429,210,27,12,14657
2020-10-04,64,16,3518,378,232,24,12,14705
2020-10-05,57,13,2761,294,167,27,12,14749
2020-10-06,61,14,2311,303,160,31,13,14796
2020-10-07,56,13,2434,304,157,29,14,14839
2020-10-08,51,15,2560,277,158,28,17,14875
2020-10-09,51,15,2326,273,136,27,13,14911
2020-10-10,62,15,3696,399,204,30,15,14958
2020-10-11,57,15,4440,525,238,21,14,15000
2020-10-12,63,15,2800,233,137,26,12,15048
2020-10-13,61,17,2543,294,149,35,16,15092
2020-10-14,64,15,2066,311,155,24,13,15141
2020-10-15,67,15,2135,349,134,27,12,15193
2020-10-16,65,14,2712,328,120,28,14,15244
2020-10-17,59,15,3913,415,210,33,15,15288
2020-10-18,59,12,3935,474,231,28,16,15335
2020-10-19,57,13,2227,249,153,31,15,15379
2020-10-20,63,16,2282,327,130,28,15,15426
2020-10-21,54,12,2480,298,165,33,15,15468
2020-10-22,65,15,2354,336,135,34,15,15518
2020-10-23,57,15,2626,316,161,30,14,15560
2020-10-24,57,14,4050,420,226,34,16,15603
2020-10-25,63,13,3217,456,223,25,15,15653
2020-10-26,71,13,2273,333,115,26,15,15711
2020-10-27,60,14,2319,260,161,31,15,15757
2020-10-28,60,15,2019,306,160,32,17,15802
2020-10-29,59,16,2138,329,145,28,15,15845
2020-10-30,61,13,15597,265,805,175,80,15893
2020-10-31,64,15,3328,513,210,31,15,15942
2020-11-01,48,12,4610,516,219,35,15,15978
2020-11-02,54,14,3042,292,144,30,14,16018
2020-11-03,71,14,2476,294,138,30,14,16075
2020-11-04,56,16,2636,344,135,29,14,16115
2020-11-05,66,14,2235,316,152,30,14,16167
2020-11-06,68,13,2393,334,154,31,16,16222
2020-11-07,62,13,3529,490,231,29,12,16271
2020-11-08,52,14,3853,465,213,34,15,16309
2020-11-09,71,16,2557,250,166,33,14,16364
2020-11-10,71,12,2742,315,164,32,16,16423
2020-11-11,59,14,2300,314,156,31,15,16468
2020-11-12,52,17,3139,302,133,32,18,16503
2020-11-13,56,15,2640,320,159,29,15,16544
2020-11-14,55,16,3708,481,220,32,17,16583
2020-11-15,62,14,3262,511,240,32,18,16631
2020-11-16,62,15,2981,344,167,29,17,16678
2020-11-17,69,15,2749,316,137,30,13,16732
2020-11-18,57,15,2776,338,156,34,14,16774
2020-11-19,66,13,2442,310,170,32,15,16827
2020-11-20,77,15,2876,294,180,28,15,16889
2020-11-21,66,16,3790,468,234,31,15,16939
2020-11-22,63,16,3716,495,241,35,15,16986
2020-11-23,61,16,2954,365,138,32,16,17031
2020-11-24,50,16,2519,264,153,30,11,17065
2020-11-25,65,16,2882,269,194,31,13,17114
2020-11-26,52,17,2505,284,172,30,14,17149
2020-11-27,69,15,2675,307,156,38,16,17203
2020-11-28,66,17,3848,489,222,33,14,17252
2020-11-29,66,17,5727,516,246,31,13,17301
2020-11-30,68,14,2745,322,184,33,17,17355
2020-12-01,74,16,3234,346,171,23,18,17413
2020-12-02,70,14,2622,324,150,32,17,17469
2020-12-03,62,15,2701,315,155,31,15,17516
2020-12-04,58,16,2639,351,172,34,15,17558
2020-12-05,71,17,4655,439,201,30,12,17612
2020-12-06,70,18,4639,475,219,34,13,17664
2020-12-07,67,20,3748,344,165,29,17,17711
2020-12-08,58,18,3087,313,156,25,16,17751
2020-12-09,64,14,2991,312,138,31,13,17801
2020-12-10,57,16,3188,296,172,34,16,17842
2020-12-11,71,17,2684,345,176,34,15,17896
2020-12-12,59,17,5202,501,238,31,15,17938
2020-12-13,68,15,4742,393,234,33,15,17991
2020-12-14,68,16,3037,260,163,36,15,18043
2020-12-15,72,15,2907,292,150,32,16,18100
2020-12-16,71,16,3254,339,158,37,17,18155
2020-12-17,69,14,2934,277,182,29,20,18210
2020-12-18,65,12,3435,309,147,28,14,18263
2020-12-19,69,17,5087,480,231,36,16,18315
2020-12-20,69,15,4538,511,237,32,12,18369
2020-12-21,72,15,2993,324,143,31,17,18426
2020-12-22,72,15,3100,314,156,27,14,18483
2020-12-23,70,17,3945,332,151,34,17,18536
2020-12-24,58,16,3311,278,193,28,17,18578
2020-12-25,80,18,2365,307,160,35,17,18640
2020-12-26,84,17,4582,535,261,28,19,18707
2020-12-27,68,16,4574,537,252,30,13,18759
2020-12-28,68,13,14840,298,1020,170,80,18814
2020-12-29,66,16,3401,315,194,31,14,18864
2020-12-30,66,16,3217,399,159,33,16,18914
2020-12-31,72,16,3152,338,149,38,18,18970
2021-01-01,56,18,3698,319,185,36,16,19008
2021-01-02,69,16,5991,517,288,30,18,19061
2021-01-03,62,15,5379,510,235,34,16,19108
2021-01-04,59,13,3650,309,158,28,17,19154
2021-01-05,62,16,4318,356,172,32,16,19200
2021-01-06,60,19,4030,317,155,30,18,19241
2021-01-07,85,17,3877,340,148,31,17,19309
2021-01-08,71,16,3979,344,185,39,17,19364
2021-01-09,65,17,4722,441,235,33,17,19412
2021-01-10,74,15,29044,555,1125,160,80,19471
2021-01-11,62,17,3368,375,162,38,16,19516
2021-01-12,63,16,4030,338,171,35,20,19563
2021-01-13,58,16,3722,379,161,28,16,19605
2021-01-14,64,19,3840,371,171,31,15,19650
2021-01-15,59,17,4096,334,181,35,15,19692
2021-01-16,75,19,5459,606,273,34,15,19748
2021-01-17,66,16,4483,498,252,37,16,19798
2021-01-18,58,15,4110,335,194,32,17,19841
2021-01-19,74,15,3853,335,180,32,18,19900
2021-01-20,71,14,2880,394,166,30,16,19957
2021-01-21,79,13,4371,467,207,36,17,20023
2021-01-22,69,17,4474,386,142,36,19,20075
2021-01-23,65,15,5571,525,202,37,14,20125
2021-01-24,65,16,4576,486,276,32,16,20174
2021-01-25,72,19,4031,365,132,35,14,20227
2021-01-26,70,16,3462,287,194,34,18,20281
2021-01-27,55,17,3837,371,187,37,13,20319
2021-01-28,64,18,3235,371,162,41,16,20365
2021-01-29,69,16,4519,327,154,33,14,20418
2021-01-30,58,18,5877,598,205,33,14,20458
2021-01-31,85,17,5103,622,289,31,20,20526
2021-02-01,75,18,3805,324,173,37,15,20583
2021-02-02,53,16,4006,315,169,39,16,20620
2021-02-03,74,19,3783,344,194,36,17,20675
2021-02-04,67,14,3757,382,175,34,17,20728
2021-02-05,65,17,3739,380,179,34,16,20776
2021-02-06,70,19,6408,475,202,39,17,20827
2021-02-07,65,17,6263,532,267,31,17,20875
2021-02-08,63,16,4103,385,192,36,17,20922
2021-02-09,68,15,4154,425,178,35,20,20975
2021-02-10,82,17,4236,383,177,36,19,21040
2021-02-11,77,19,3818,367,206,39,15,21098
2021-02-12,84,18,4111,332,183,27,20,21164
2021-02-13,70,17,4746,691,262,33,19,21217
2021-02-14,78,16,6842,585,240,33,16,21279
2021-02-15,79,18,3939,358,185,36,20,21340
2021-02-16,62,18,4538,343,210,34,19,21384
2021-02-17,67,13,4078,405,160,32,18,21438
2021-02-18,82,20,4441,322,179,29,15,21500
2021-02-19,66,19,4215,337,181,32,18,21547
2021-02-20,82,15,5708,592,256,35,17,21614
2021-02-21,75,16,6637,601,214,40,16,21673
2021-02-22,79,17,4710,331,163,37,17,21735
2021-02-23,80,16,4314,336,177,39,18,21799
2021-02-24,67,20,3719,365,195,36,15,21846
2021-02-25,78,20,3915,380,187,35,19,21904
2021-02-26,73,18,3439,313,168,33,15,21959
2021-02-27,66,17,5899,543,267,37,18,22008
2021-02-28,65,20,5653,550,274,40,18,22053
2021-03-01,69,17,5034,422,175,34,17,22105
2021-03-02,74,13,4346,350,175,41,19,22166
2021-03-03,70,21,4056,421,202,29,21,22215
2021-03-04,74,17,4088,320,204,35,19,22272
2021-03-05,58,16,4398,369,202,46,18,22314
2021-03-06,78,19,6148,558,279,34,17,22373
2021-03-07,71,14,5366,544,264,38,17,22430
2021-03-08,63,18,4856,318,170,31,15,22475
2021-03-09,70,18,4142,394,181,37,17,22527
2021-03-10,79,15,4021,387,197,43,18,22591
2021-03-11,70,19,3863,337,159,36,17,22642
2021-03-12,54,18,4208,354,185,38,14,22678
2021-03-13,71,19,6757,466,259,39,17,22730
2021-03-14,78,19,6928,585,282,37,18,22789
2021-03-15,63,19,4764,405,214,36,15,22833
2021-03-16,68,19,4411,415,171,34,18,22882
2021-03-17,74,19,4519,400,163,33,18,22937
2021-03-18,79,18,4493,396,187,34,21,22998
2021-03-19,83,20,4377,373,177,42,19,23061
2021-03-20,72,16,6159,517,310,33,21,23117
2021-03-21,75,15,6399,514,307,33,21,23177
2021-03-22,72,17,3576,446,179,33,15,23232
2021-03-23,78,18,4785,356,196,37,17,23292
2021-03-24,75,19,4266,477,169,34,19,23348
2021-03-25,74,20,5412,246,166,42,17,23402
2021-03-26,73,13,5496,379,184,34,19,23462
2021-03-27,70,15,6819,574,273,37,21,23517
2021-03-28,77,20,7374,577,285,39,16,23574
2021-03-29,68,19,4872,407,200,38,19,23623
2021-03-30,74,17,4334,357,205,29,18,23680
2021-03-31,80,21,4590,369,188,38,19,23739
2021-04-01,73,22,4460,276,223,40,19,23790
2021-04-02,66,20,4503,405,174,34,20,23836
2021-04-03,77,20,6253,669,301,36,17,23893
2021-04-04,67,16,6364,526,295,46,19,23944
2021-04-05,77,19,4265,372,214,38,19,24002
2021-04-06,70,17,4181,427,187,33,18,24055
2021-04-07,82,16,4931,347,189,33,17,24121
2021-04-08,71,22,4895,380,186,35,19,24170
2021-04-09,77,18,5103,354,189,39,16,24229
2021-04-10,93,22,6277,516,274,39,18,24300
2021-04-11,81,16,6792,601,252,44,21,24365
2021-04-12,76,21,5049,383,194,39,17,24420
2021-04-13,79,21,5169,334,228,36,18,24478
2021-04-14,77,20,4231,386,192,38,17,24535
2021-04-15,74,21,3813,431,197,40,19,24588
2021-04-16,67,21,4585,387,188,36,18,24634
2021-04-17,79,18,6725,606,292,41,20,24695
2021-04-18,77,19,6773,687,279,36,19,24753
2021-04-19,80,20,4982,352,194,41,18,24813
2021-04-20,89,17,4777,377,234,41,20,24885
2021-04-21,76,18,4675,380,194,45,20,24943
2021-04-22,69,19,4753,328,171,32,24,24993
2021-04-23,75,16,5175,361,184,40,20,25052
2021-04-24,74,20,6554,523,301,35,15,25106
2021-04-25,81,20,9199,531,261,35,18,25167
2021-04-26,70,18,4597,340,170,38,20,25219
2021-04-27,81,20,4272,364,186,38,20,25280
2021-04-28,79,17,4387,456,142,39,21,25342
2021-04-29,62,21,5025,452,221,34,20,25383
2021-04-30,76,18,4869,343,213,38,18,25441
2021-05-01,79,18,6453,619,300,35,19,25502
2021-05-02,86,20,6760,534,285,35,18,25568
2021-05-03,77,19,4800,327,199,41,21,25626
2021-05-04,80,18,4963,361,200,39,20,25688
2021-05-05,88,21,4779,426,230,40,16,25755
2021-05-06,84,19,4969,363,232,34,22,25820
2021-05-07,73,17,5448,386,183,40,19,25876
2021-05-08,72,19,7213,474,280,34,20,25929
2021-05-09,90,18,6585,625,262,38,19,26001
2021-05-10,89,17,4318,465,186,35,23,26073
2021-05-11,74,15,4523,341,189,36,20,26132
2021-05-12,61,20,4915,382,224,37,17,26173
2021-05-13,81,20,4562,431,200,40,22,26234
2021-05-14,74,22,3417,466,180,35,18,26286
2021-05-15,74,17,7262,606,360,38,17,26343
2021-05-16,76,19,5817,600,339,40,22,26400
2021-05-17,98,22,3488,430,210,37,21,26476
2021-05-18,77,23,4490,447,165,43,21,26530
2021-05-19,82,20,3997,386,224,40,17,26592
2021-05-20,83,20,3831,372,215,34,19,26655
2021-05-21,76,16,3641,377,221,43,23,26715
2021-05-22,76,23,7167,591,259,33,19,26768
2021-05-23,82,24,7044,669,306,42,21,26826
2021-05-24,78,19,4657,374,195,37,19,26885
2021-05-25,80,19,4562,371,191,35,18,26946
2021-05-26,82,20,3785,372,206,41,18,27008
2021-05-27,86,19,4913,375,206,40,16,27075
2021-05-28,65,15,3916,352,230,33,18,27125
2021-05-29,73,22,6104,564,321,40,21,27176
2021-05-30,84,17,7166,720,271,37,18,27243
2021-05-31,89,23,5020,410,160,36,17,27309
2021-06-01,89,17,4823,416,204,36,16,27381
2021-06-02,76,20,3608,376,186,34,22,27437
2021-06-03,76,19,3936,427,202,40,20,27494
2021-06-04,71,18,4460,424,198,36,19,27547
2021-06-05,82,16,6810,639,331,38,21,27613
2021-06-06,87,20,6914,496,309,41,23,27680
2021-06-07,80,22,4870,350,225,38,19,27738
2021-06-08,89,19,4650,397,235,36,20,27808
2021-06-09,89,20,4759,416,231,38,15,27877
2021-06-10,96,19,4471,373,188,39,19,27954
2021-06-11,92,21,4085,336,207,48,22,28025
2021-06-12,82,18,4920,661,315,38,19,28089
2021-06-13,80,18,5592,727,285,39,23,28151
2021-06-14,72,16,4299,406,228,43,18,28207
2021-06-15,71,17,3724,431,219,39,15,28261
2021-06-16,79,20,4506,409,202,36,19,28320
2021-06-17,89,18,3829,473,223,44,14,28391
2021-06-18,84,19,4559,498,173,41,23,28456
2021-06-19,94,20,7855,603,286,37,18,28530
2021-06-20,86,21,7097,639,291,41,25,28595
2021-06-21,86,21,4458,414,225,43,19,28660
2021-06-22,76,24,4065,451,184,41,18,28712
2021-06-23,82,20,3795,446,206,46,21,28774
2021-06-24,86,22,4099,382,217,43,22,28838
2021-06-25,80,21,3682,369,219,36,20,28897
2021-06-26,72,23,5747,649,300,41,22,28946
2021-06-27,87,19,5465,513,348,39,21,29014
2021-06-28,81,18,4640,508,186,44,19,29077
2021-06-29,90,23,4161,379,195,40,21,29144
2021-06-30,87,17,3329,397,210,47,18,29214
2021-07-01,86,20,4391,383,216,42,23,29280
2021-07-02,89,22,3478,469,185,38,21,29347
2021-07-03,83,21,6331,708,294,36,21,29409
2021-07-04,91,23,6300,603,282,46,20,29477
2021-07-05,77,17,4168,436,202,41,21,29537
2021-07-06,96,20,4404,389,188,47,20,29613
2021-07-07,82,21,3746,469,191,46,26,29674
2021-07-08,96,18,3682,391,213,42,20,29752
2021-07-09,76,22,3831,463,203,34,21,29806
2021-07-10,77,19,7318,768,282,41,21,29864
2021-07-11,98,24,6757,531,292,50,22,29938
2021-07-12,83,20,3706,392,205,37,21,30001
2021-07-13,89,24,3630,425,217,39,23,30066
2021-07-14,89,22,3652,452,221,38,20,30133
2021-07-15,91,23,3902,443,197,43,21,30201
2021-07-16,81,18,3948,438,201,45,22,30264
2021-07-17,79,21,6714,714,313,44,19,30322
2021-07-18,102,21,5582,688,334,47,19,30403
2021-07-19,67,21,4386,462,227,35,20,30449
2021-07-20,67,22,3488,406,212,40,18,30494
2021-07-21,70,21,3817,380,203,53,21,30543
2021-07-22,94,22,3911,362,215,40,23,30615
2021-07-23,95,21,3742,412,211,42,18,30689
2021-07-24,90,22,5252,613,315,41,18,30757
2021-07-25,67,22,31491,504,1475,200,105,30802
2021-07-26,90,19,3188,455,206,47,21,30873
2021-07-27,88,20,3539,513,241,34,17,30941
2021-07-28,91,21,3405,362,233,46,22,31011
2021-07-29,97,24,3053,408,233,41,18,31084
2021-07-30,82,21,3711,433,221,49,21,31145
2021-07-31,79,22,5328,639,354,49,20,31202
2021-08-01,86,21,6399,639,345,42,21,31267
2021-08-02,97,22,3474,347,211,41,24,31342
2021-08-03,67,21,3833,448,197,42,19,31388
2021-08-04,85,21,3875,468,237,41,21,31452
2021-08-05,85,24,4190,464,227,48,21,31513
2021-08-06,75,19,3297,504,238,40,22,31569
2021-08-07,90,23,5230,631,342,43,18,31636
2021-08-08,87,26,6351,622,357,42,19,31697
2021-08-09,96,22,3779,407,241,44,19,31771
2021-08-10,78,23,3474,536,233,39,22,31826
2021-08-11,97,21,3817,438,206,40,22,31902
2021-08-12,88,24,4038,385,242,38,20,31966
2021-08-13,85,20,3830,422,197,48,25,32031
2021-08-14,87,21,6194,730,304,43,20,32097
2021-08-15,73,22,5339,696,318,43,24,32148
2021-08-16,75,24,3671,441,242,41,20,32199
2021-08-17,102,23,4093,416,247,38,23,32278
2021-08-18,86,22,4044,442,189,44,24,32342
2021-08-19,79,19,3965,469,245,34,21,32402
2021-08-20,78,19,3896,447,257,44,23,32461
2021-08-21,72,23,5780,657,286,44,22,32510
2021-08-22,91,17,5572,694,352,38,23,32584
2021-08-23,77,21,3418,507,210,44,21,32640
2021-08-24,85,21,3776,511,237,41,21,32704
2021-08-25,92,22,3630,374,214,42,20,32774
2021-08-26,102,24,2975,474,215,44,18,32852
2021-08-27,101,23,3641,467,237,39,24,32930
2021-08-28,96,20,5283,565,337,48,21,33006
2021-08-29,80,20,5281,709,343,45,23,33066
2021-08-30,92,23,3745,423,164,40,27,33135
2021-08-31,81,25,3493,441,206,44,22,33191
2021-09-01,84,26,3199,435,215,44,21,33249
2021-09-02,86,23,3733,393,216,41,23,33312
2021-09-03,88,20,3939,472,230,45,24,33380
2021-09-04,104,22,6573,762,337,50,25,33462
2021-09-05,89,22,5863,682,372,44,22,33529
2021-09-06,94,24,4113,471,237,37,23,33599
2021-09-07,95,16,3769,414,220,39,21,33678
2021-09-08,105,17,3347,382,219,46,19,33766
2021-09-09,89,20,3938,503,199,48,19,33835
2021-09-10,83,21,3654,466,216,37,18,33897
2021-09-11,84,20,4876,673,349,47,22,33961
2021-09-12,106,22,5620,675,346,53,23,34045
2021-09-13,92,22,3328,465,227,43,21,34115
2021-09-14,90,21,3571,446,225,45,24,34184
2021-09-15,92,27,3949,499,212,48,23,34249
2021-09-16,86,22,3804,525,243,39,17,34313
2021-09-17,75,28,3959,491,229,46,21,34360
2021-09-18,91,25,5457,640,297,44,20,34426
2021-09-19,89,27,4724,567,336,35,28,34488
2021-09-20,91,27,3600,342,228,39,25,34552
2021-09-21,92,20,3588,484,201,50,23,34624
2021-09-22,93,21,3807,423,212,46,21,34696
2021-09-23,79,22,3546,464,238,47,24,34753
2021-09-24,93,26,3550,531,203,45,21,34820
2021-09-25,72,23,5570,838,360,52,25,34869
2021-09-26,122,20,4774,682,345,41,21,34971
2021-09-27,96,24,3836,506,203,49,21,35043
2021-09-28,96,23,3882,442,274,34,22,35116
2021-09-29,108,21,3859,482,276,45,26,35203
2021-09-30,95,22,3814,500,179,46,24,35276
2021-10-01,94,24,3652,509,208,46,26,35346
2021-10-02,102,20,5570,714,343,49,16,35428
2021-10-03,99,22,5359,636,400,42,22,35505
2021-10-04,80,23,3767,385,212,46,21,35562
2021-10-05,106,20,4018,533,236,42,27,35648
2021-10-06,91,23,4076,360,240,48,21,35716
2021-10-07,80,25,3434,492,181,56,28,35771
2021-10-08,119,21,3270,451,271,45,22,35869
2021-10-09,77,23,5283,643,306,50,25,35923
2021-10-10,93,21,5416,663,336,51,22,35995
2021-10-11,91,22,3344,585,199,44,21,36064
2021-10-12,101,21,3276,492,240,48,24,36144
2021-10-13,95,20,3656,482,227,45,24,36219
2021-10-14,98,20,4250,382,208,41,22,36297
2021-10-15,103,22,3980,445,264,39,21,36378
2021-10-16,97,24,5126,714,343,51,21,36451
2021-10-17,85,21,6617,730,306,52,19,36515
2021-10-18,87,22,4139,441,240,44,21,36580
2021-10-19,93,21,3534,428,209,45,22,36652
2021-10-20,103,23,3021,432,261,47,24,36732
2021-10-21,98,21,3658,421,191,56,23,36809
2021-10-22,92,25,3844,474,233,50,19,36876
2021-10-23,88,22,5816,669,391,53,19,36942
2021-10-24,88,26,5439,759,363,38,27,37004
2021-10-25,108,29,2799,381,251,50,22,37083
2021-10-26,116,23,3849,535,189,42,24,37176
2021-10-27,87,24,4211,536,237,46,19,37239
2021-10-28,72,21,3578,468,214,50,25,37290
2021-10-29,92,25,4154,441,226,55,23,37357
2021-10-30,89,24,6071,840,292,39,24,37422
2021-10-31,91,22,6572,670,379,51,20,37491
2021-11-01,97,21,4318,430,243,44,23,37567
2021-11-02,95,19,4147,502,199,36,26,37643
2021-11-03,106,23,3595,502,293,36,22,37726
2021-11-04,95,22,3279,461,268,48,20,37799
2021-11-05,94,28,4392,525,246,51,22,37865
2021-11-06,109,24,7953,747,325,44,18,37950
2021-11-07,119,23,6006,582,286,47,24,38046
2021-11-08,91,25,3997,448,249,48,25,38112
2021-11-09,101,24,3179,375,245,43,23,38189
2021-11-10,88,23,4343,552,266,45,19,38254
2021-11-11,103,26,4888,567,276,50,23,38331
2021-11-12,87,21,3687,499,237,39,25,38397
2021-11-13,95,20,6051,795,406,51,23,38472
2021-11-14,96,27,6340,613,336,38,27,38541
2021-11-15,93,21,3653,513,240,43,22,38613
2021-11-16,94,22,3580,489,196,48,25,38685
2021-11-17,104,30,4044,454,267,48,25,38759
2021-11-18,96,24,3907,477,221,42,26,38831
2021-11-19,105,21,3719,516,232,63,24,38915
2021-11-20,99,22,5821,796,273,44,23,38992
2021-11-21,83,23,6517,754,426,44,22,39052
2021-11-22,99,23,4257,484,250,49,19,39128
2021-11-23,83,22,4429,459,258,37,23,39189
2021-11-24,116,24,4604,523,285,44,24,39281
2021-11-25,91,24,4167,456,273,47,24,39348
2021-11-26,90,22,4130,520,200,46,23,39416
2021-11-27,98,20,6916,790,375,48,27,39494
2021-11-28,75,21,6775,768,354,47,24,39548
2021-11-29,114,24,4420,497,232,48,25,39638
2021-11-30,88,27,4465,474,261,46,27,39699
2021-12-01,112,22,4405,407,255,54,22,39789
2021-12-02,96,26,3716,417,266,51,23,39859
2021-12-03,93,26,4070,436,197,43,19,39926
2021-12-04,93,29,6559,733,327,47,28,39990
2021-12-05,97,27,7342,672,294,45,26,40060
2021-12-06,77,24,4255,354,220,54,21,40113
2021-12-07,99,20,4149,484,247,48,29,40192
2021-12-08,90,25,4340,578,225,50,22,40257
2021-12-09,100,23,4241,450,254,54,24,40334
2021-12-10,105,21,5011,409,289,47,25,40418
2021-12-11,92,23,6584,781,397,51,23,40487
2021-12-12,98,24,7231,736,442,46,23,40561
2021-12-13,99,26,4506,592,254,39,24,40634
2021-12-14,99,20,4492,518,276,43,24,40713
2021-12-15,108,23,4553,508,229,51,23,40798
2021-12-16,94,28,5211,477,314,52,26,40864
2021-12-17,97,25,5474,553,244,45,24,40936
2021-12-18,87,28,6517,699,346,47,26,40995
2021-12-19,88,19,6527,936,322,49,23,41064
2021-12-20,111,22,4794,465,233,53,26,41153
2021-12-21,93,23,5698,478,304,46,24,41223
2021-12-22,107,24,4741,668,275,48,25,41306
2021-12-23,105,31,4622,463,241,44,21,41380
2021-12-24,97,24,4362,448,272,46,27,41453
2021-12-25,107,22,7591,654,420,53,27,41538
2021-12-26,97,25,7595,828,396,58,27,41610
2021-12-27,119,22,4611,520,236,43,26,41707
2021-12-28,92,26,4993,496,255,51,22,41773
2021-12-29,99,22,5878,414,252,59,26,41850
2021-12-30,113,25,4919,523,265,55,26,41938
2021-12-31,102,22,4997,538,201,51,25,42018
2022-01-01,83,26,6151,663,349,59,22,42075
2022-01-02,108,24,7844,765,333,51,27,42159
2022-01-03,90,26,5061,470,256,46,25,42223
2022-01-04,98,27,5122,516,234,47,28,42294
2022-01-05,109,24,5099,488,199,51,23,42379
2022-01-06,90,26,5172,539,251,47,26,42443
2022-01-07,103,21,4694,506,223,49,23,42525
2022-01-08,87,26,6601,942,456,48,22,42586
2022-01-09,107,24,8197,756,424,46,21,42669
2022-01-10,115,26,5331,543,225,48,28,42758
2022-01-11,115,25,5457,528,211,45,24,42848
2022-01-12,107,22,5569,531,256,48,27,42933
2022-01-13,100,25,4126,499,292,48,28,43008
2022-01-14,104,23,5245,493,294,53,24,43089
2022-01-15,104,29,7258,595,409,57,25,43164
2022-01-16,94,20,6074,705,390,46,21,43238
2022-01-17,106,25,4736,493,199,54,22,43319
2022-01-18,106,27,5622,561,268,50,23,43398
2022-01-19,117,24,5825,522,238,48,22,43491
2022-01-20,91,25,4938,533,319,48,26,43557
2022-01-21,114,23,5193,433,228,54,25,43648
2022-01-22,108,28,8009,733,376,57,27,43728
2022-01-23,116,22,8418,534,381,51,24,43822
2022-01-24,108,27,5153,546,271,58,29,43903
2022-01-25,93,25,6468,593,279,57,27,43971
2022-01-26,101,23,5376,567,277,46,25,44049
2022-01-27,85,29,5093,508,227,42,27,44105
2022-01-28,95,24,5455,568,284,54,29,44176
2022-01-29,106,21,7631,760,448,56,26,44261
